353449991465993_1014467575364228,"愛與鐵血2.0(19)---反酒駕系列劇場EP2全聯說：「距離不是問題，省錢才是重點。」
警局回：「省錢不是重點，小命只有一條。」#感謝EP1突破3000人次分享小編含淚再拍3集
#感謝鴻運聯邦汽車回收廠贊助拍攝",20170123,1752,122,21

353449991465993_1012773965533589,"過年前的週末大家都在做什麼呢？
是在大掃除除舊佈新↖
還是趁著陽光燦爛出遊呢？🚗
小編這裡分享給大家一個好康活動
由本局婦幼隊所舉辦的有獎徵答
除了有超可愛的優莉姐姐主持外
更重要的是致力於偏鄉兒童關懷與安全👶
讓我們一起把愛傳出去你我的一點用心 可以帶給孩子無限的未來😌
（答案就在留言串裡 快來點下面分享抽獎喔！⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇⬇）",20170121,569,0,25

353449991465993_1012127878931531,"#反酒駕影片幕後花絮大公開
正片請看這裡：
https://m.facebook.com/story.php?story_fbid=1010168489127470&id=353449991465993
為了感謝各位粉絲的支持,只好把壓箱寶都翻出來了🎁
大家來猜猜,逼真到嚇死不少路人的血漿是用什麼做的呢？猜對沒有獎品喔XDD",20170120,2458,108,49

353449991465993_1010168489127470,"#愛與鐵血2.0(18)---反酒駕系列劇場EP1你求的是情，他要的是命#酒駕=殺人兇手，認同請分享，讓殺手無所遁形
#重金再加碼分享突破3000就再拍3集（小編先去買公益彩券XD...）
#分享數超過1000就拍下一集
#感謝本次的影片製作
LITE Studio - 萊特映像
歐菲炫文創 攝影設計 x 派對活動
謝謝參與本片的工作人員
用心拍宣導 社會變更好😇",20170118,6932,3140,188

353449991465993_1009580899186229,"#警界人才濟濟:奇人異士篇警察大叔就是狂，有才94沒極限...
(小編:太...神...了...，學長你有考慮要巡迴演出嗎!)#警察也可以很文創
#江南大叔決定退休了
#妖怪手錶找到最新代言人，妖怪失業了
#筷子兄弟發起拒唱小蘋果運動
#特別感謝基隆一分局偵查佐李國璋同意轉載演出(相信在學長的專業演出下，讓大家可以在歡笑聲中釋放壓力，謝謝您的用心表演)",20170116,4938,1110,259

353449991465993_1007417152735937,#愛與鐵血2.0(17)挑戰公權力無奇不有，但往往邪不勝正...#三民一分局三民所,20170113,11134,868,711

353449991465993_1006720346138951,"#愛與鐵血2.0(16)這完全是把哆啦A夢的百寶袋穿在身上的概念啊!!#警察也看傻了...
#保大特勤中隊",20170112,5593,332,228

353449991465993_1005399952937657,"愛與鐵血2.0(15)行善不分大小，有愛沒有界線。#三民二分局鼎金所
#一個小舉動也可以是滿滿的大幸福",20170110,7346,233,169

353449991465993_1004686886342297,"為了怕大家沒看到，小編這裡再把相簿貼上來置頂，請得獎者看到快回傳表單回覆喔!
🎁【2017限量版桌曆】幸運者名單公布🎁，注意事項如下：
１、先確定是不是你中獎了，一次抽500人，眼花撩亂大家記得慢慢看(真的很多..小編自己都眼花了😲)。
２、填Goole表單，要填小編才能寄桌曆給你喲。
⬇️⬇️⬇️請點下面這個連結填寫喔!!(必填)⬇️⬇️⬇️
https://docs.google.com/forms/d/e/1FAIpQLSePgehL2E-PoBYY968fljocdwcXhffXkPn8Mw1k25XkjRxs3g/viewform
請於106年01月23日星期一16時00分前填寫完畢回傳， #未於期限內回覆， #將視同放棄贈品。
３、寄送說明
彙整資料等作業完成後統一再寄送出（需幾日工作天，小編需要時間整理及寄送，請大家盡速回表單給小編，小編才能越快處理喔!!）
🔺小編在這邊非常謝謝大家的參與，我們也盡量提高獎品份數能讓人人有獎，希望沒抽到的鐵粉也不要氣餒，2017年我們陸續還會有更多精彩的活動，希望大家繼續支持參與!也因為有大家的體諒與鼓勵，才得以讓警察在執法困境中堅持執法正義、對惡勢力無所畏懼，在這裡先預祝大家新的一年平安健康順利!!😍
🔺希望明年能夠呈現給大家不一樣的抽獎禮物喲!!",20170109,466,0,59

353449991465993_1004680599676259,"🎁【2017限量版桌曆】幸運者名單公布🎁，注意事項如下：
１、先確定是不是你中獎了，一次抽500人，眼花撩亂大家記得慢慢看(真的很多..小編自己都眼花了😲)。
２、填Goole表單，要填小編才能寄桌曆給你喲。
⬇️⬇️⬇️請點下面這個連結填寫喔!!(必填)⬇️⬇️⬇️
https://docs.google.com/forms/d/e/1FAIpQLSePgehL2E-PoBYY968fljocdwcXhffXkPn8Mw1k25XkjRxs3g/viewform
３、寄送說明
彙整資料等作業完成後統一再寄送出（需幾日工作天，小編需要時間整理及寄送，請大家盡速回表單給小編，小編才能越快處理喔!!）
🔺小編在這邊非常謝謝大家的參與，我們也盡量提高獎品份數能讓人人有獎，希望沒抽到的鐵粉也不要氣餒，2017年我們陸續還會有更多精彩的活動，希望大家繼續支持參與!也因為有大家的體諒與鼓勵，才得以讓警察在執法困境中堅持執法正義、對惡勢力無所畏懼，在這裡先預祝大家新的一年平安健康順利!!😍
🔺希望明年能夠呈現給大家不一樣的抽獎禮物喲!!",20170109,401,17,80

